Age,Gender,Item_Purchased,Category,Purchase_Amount_(USD),Location,Size,Color,Season,Review_Rating,Subscription_Status,Payment_Method,Shipping_Type,Discount_Applied,Promo_Code_Used,Previous_Purchases,Preferred_Payment_Method,Frequency_of_Purchases,Frequency_Purch_per_year,Subscription_Num,Latitude,Longitude
33,Male,Sneakers,Footwear,43,Iowa,S,Cyan,Winter,3.9,No,Credit Card,Next Day Air,No,No,5,Credit Card,Weekly,52,0,41.9216734,-93.3122705
49,Male,T-shirt,Clothing,28,Louisiana,M,White,Summer,3.3,No,Credit Card,2-Day Shipping,No,No,20,Venmo,Quarterly,4,0,30.8703881,-92.007126
31,Male,T-shirt,Clothing,78,Oklahoma,L,Green,Summer,2.9,No,Debit Card,Express,No,No,50,PayPal,Annually,1,0,34.9550817,-97.2684063
68,Male,Sweater,Clothing,31,Michigan,M,Silver,Spring,4.4,No,PayPal,Free Shipping,No,No,36,Cash,Fortnightly,26,0,43.6211955,-84.6824346
49,Male,Shirt,Clothing,23,Oregon,M,Blue,Winter,3.6,No,Cash,Next Day Air,No,No,12,Bank Transfer,Bi-Weekly,26,0,43.9792797,-120.737257
23,Male,Hat,Accessories,25,Idaho,M,Brown,Spring,4.5,No,PayPal,Store Pickup,No,No,23,Cash,Monthly,12,0,43.6447642,-114.015407
30,Male,Pants,Clothing,86,Indiana,S,Red,Summer,3.7,No,PayPal,Store Pickup,No,No,21,Venmo,Weekly,52,0,40.3270127,-86.1746933
53,Male,Shoes,Footwear,88,New Mexico,M,Gold,Spring,2.8,No,Bank Transfer,Free Shipping,No,No,47,Venmo,Weekly,52,0,34.5802074,-105.996047
65,Male,Gloves,Accessories,35,South Carolina,M,Silver,Spring,4.5,No,Credit Card,Free Shipping,No,No,38,Venmo,Bi-Weekly,26,0,33.6874388,-80.4363743
60,Male,Jewelry,Accessories,34,Vermont,M,Gray,Fall,4.4,No,Cash,Standard,No,No,40,Credit Card,Every 3 Months,4,0,44.5990718,-72.5002608
46,Male,Pants,Clothing,75,Delaware,M,Black,Winter,3.3,No,PayPal,Standard,No,No,35,PayPal,Quarterly,4,0,38.6920451,-75.4013315
54,Male,Hoodie,Clothing,46,North Dakota,XL,Beige,Winter,4.2,No,Debit Card,Express,No,No,4,Credit Card,Quarterly,4,0,47.6201461,-100.540737
59,Male,Jewelry,Accessories,31,California,L,Peach,Fall,2.7,No,Cash,Free Shipping,No,No,28,Venmo,Every 3 Months,4,0,36.7014631,-118.755997
52,Male,Socks,Clothing,93,Montana,L,Cyan,Spring,3.9,No,Cash,Store Pickup,No,No,36,Debit Card,Every 3 Months,4,0,47.3752671,-109.638757
41,Male,Sunglasses,Accessories,85,Missouri,XL,Pink,Spring,2.6,No,Credit Card,Free Shipping,No,No,15,Bank Transfer,Annually,1,0,38.7604815,-92.5617875
43,Male,Belt,Accessories,68,Tennessee,M,Lavender,Fall,4.5,No,Credit Card,2-Day Shipping,No,No,7,Cash,Fortnightly,26,0,35.7730076,-86.2820081
63,Male,Dress,Clothing,40,Virginia,M,Brown,Spring,2.7,No,Credit Card,Store Pickup,No,No,29,PayPal,Every 3 Months,4,0,37.1232245,-78.4927721
37,Male,Shirt,Clothing,51,Vermont,M,Magenta,Winter,2.9,No,Credit Card,Standard,No,No,12,Debit Card,Annually,1,0,44.5990718,-72.5002608
44,Male,Scarf,Accessories,85,Rhode Island,M,Violet,Winter,3.4,No,Credit Card,Store Pickup,No,No,16,Bank Transfer,Bi-Weekly,26,0,41.7962409,-71.5992372
67,Male,Jacket,Outerwear,23,Kansas,M,Teal,Summer,2.9,No,PayPal,Express,No,No,50,Debit Card,Bi-Weekly,26,0,38.27312,-98.5821872
27,Male,Dress,Clothing,28,Colorado,L,Brown,Summer,3.8,No,Bank Transfer,Free Shipping,No,No,11,Debit Card,Annually,1,0,38.7251776,-105.607716
60,Male,Socks,Clothing,44,Georgia,M,Olive,Fall,4.2,No,Bank Transfer,2-Day Shipping,No,No,28,Debit Card,Quarterly,4,0,32.3293809,-83.1137366
58,Male,Jewelry,Accessories,57,Nebraska,M,Indigo,Spring,3.5,No,Debit Card,Store Pickup,No,No,36,Venmo,Bi-Weekly,26,0,41.7370229,-99.5873816
53,Male,Scarf,Accessories,98,Missouri,S,Red,Fall,3.1,No,Venmo,Next Day Air,No,No,38,PayPal,Quarterly,4,0,38.7604815,-92.5617875
43,Male,Backpack,Accessories,68,Alaska,M,Olive,Winter,3.5,No,Credit Card,2-Day Shipping,No,No,32,Bank Transfer,Monthly,12,0,64.4459613,-149.680909
32,Male,Jacket,Outerwear,36,Virginia,L,Teal,Fall,4.0,No,PayPal,Express,No,No,42,Debit Card,Weekly,52,0,37.1232245,-78.4927721
54,Male,Coat,Outerwear,71,Nebraska,L,Cyan,Spring,3.7,No,Cash,Express,No,No,22,Debit Card,Bi-Weekly,26,0,41.7370229,-99.5873816
47,Male,Skirt,Clothing,60,Rhode Island,M,Teal,Fall,4.2,No,Venmo,Next Day Air,No,No,22,Venmo,Quarterly,4,0,41.7962409,-71.5992372
57,Male,Coat,Outerwear,87,New Hampshire,M,Beige,Fall,4.8,No,Credit Card,Store Pickup,No,No,31,PayPal,Quarterly,4,0,43.4849133,-71.6553992
63,Male,Shoes,Footwear,38,Alabama,XL,Magenta,Winter,4.1,No,PayPal,Express,No,No,28,Credit Card,Monthly,12,0,33.2588817,-86.8295337
70,Male,Boots,Footwear,45,North Carolina,M,Indigo,Spring,4.5,No,Credit Card,2-Day Shipping,No,No,40,Debit Card,Weekly,52,0,35.6729639,-79.0392919
62,Male,Coat,Outerwear,47,New Mexico,L,Cyan,Fall,2.7,No,PayPal,2-Day Shipping,No,No,21,PayPal,Weekly,52,0,34.5802074,-105.996047
40,Male,Skirt,Clothing,57,Minnesota,L,Orange,Fall,2.8,No,Credit Card,Store Pickup,No,No,12,PayPal,Every 3 Months,4,0,45.9896587,-94.6113288
25,Male,Backpack,Accessories,68,Arizona,L,Violet,Summer,3.7,No,Debit Card,Free Shipping,No,No,33,Credit Card,Annually,1,0,34.395342,-111.763275
19,Male,Shorts,Clothing,52,Montana,M,Red,Fall,3.6,No,Credit Card,Express,No,No,9,Bank Transfer,Fortnightly,26,0,47.3752671,-109.638757
25,Male,Skirt,Clothing,87,Vermont,M,Magenta,Fall,4.7,No,PayPal,2-Day Shipping,No,No,15,Debit Card,Weekly,52,0,44.5990718,-72.5002608
21,Male,Hat,Accessories,34,Maine,M,Olive,Summer,3.8,No,PayPal,Standard,No,No,13,Bank Transfer,Annually,1,0,45.709097,-68.8590201
55,Male,Sandals,Footwear,41,Virginia,XL,Maroon,Winter,2.9,No,Venmo,Standard,No,No,35,Credit Card,Fortnightly,26,0,37.1232245,-78.4927721
34,Male,Sunglasses,Accessories,94,California,S,Yellow,Winter,4.6,No,Credit Card,Next Day Air,No,No,1,Debit Card,Every 3 Months,4,0,36.7014631,-118.755997
47,Male,Sunglasses,Accessories,93,New York,M,Red,Summer,2.8,No,Bank Transfer,Standard,No,No,25,Bank Transfer,Fortnightly,26,0,40.7127281,-74.0060152
27,Male,Socks,Clothing,51,Indiana,XL,Purple,Winter,4.6,No,Bank Transfer,2-Day Shipping,No,No,20,Credit Card,Every 3 Months,4,0,40.3270127,-86.1746933
67,Male,Sweater,Clothing,42,Mississippi,M,Teal,Fall,2.8,No,Venmo,Next Day Air,No,No,36,Venmo,Quarterly,4,0,32.9715285,-89.7348497
40,Male,Boots,Footwear,95,New York,M,Red,Winter,3.0,No,Credit Card,Free Shipping,No,No,33,Cash,Weekly,52,0,40.7127281,-74.0060152
53,Male,Handbag,Accessories,90,New Mexico,M,Brown,Fall,3.7,No,Cash,Standard,No,No,36,Cash,Fortnightly,26,0,34.5802074,-105.996047
24,Male,Dress,Clothing,98,Kentucky,M,Peach,Winter,4.1,No,Credit Card,2-Day Shipping,No,No,32,PayPal,Annually,1,0,37.5726028,-85.1551411
47,Male,Hat,Accessories,39,North Dakota,M,Maroon,Winter,4.3,No,Venmo,Next Day Air,No,No,21,Venmo,Quarterly,4,0,47.6201461,-100.540737
53,Male,Sandals,Footwear,66,Arkansas,L,Red,Fall,3.8,No,Debit Card,Next Day Air,No,No,48,Venmo,Bi-Weekly,26,0,35.2048883,-92.4479108
47,Male,Shoes,Footwear,23,Maryland,L,Orange,Winter,3.7,No,Cash,Free Shipping,No,No,25,PayPal,Quarterly,4,0,39.5162401,-76.9382069
38,Male,Skirt,Clothing,73,Connecticut,S,White,Winter,4.8,No,Debit Card,Standard,No,No,32,PayPal,Annually,1,0,41.6500201,-72.7342163
48,Male,Sunglasses,Accessories,23,Utah,XL,White,Summer,4.6,No,Debit Card,Standard,No,No,45,PayPal,Every 3 Months,4,0,39.4225192,-111.714358
47,Male,Skirt,Clothing,43,Missouri,S,Charcoal,Fall,4.8,No,PayPal,Standard,No,No,4,Cash,Fortnightly,26,0,38.7604815,-92.5617875
19,Male,T-shirt,Clothing,45,Nebraska,XL,Turquoise,Winter,4.6,No,PayPal,2-Day Shipping,No,No,19,PayPal,Bi-Weekly,26,0,41.7370229,-99.5873816
38,Male,Sandals,Footwear,21,Hawaii,L,Orange,Winter,4.0,No,Bank Transfer,Standard,No,No,1,Bank Transfer,Weekly,52,0,19.593801499999998,-155.42837009716908
57,Male,Shirt,Clothing,40,Illinois,M,Orange,Spring,2.6,No,PayPal,2-Day Shipping,No,No,12,Cash,Weekly,52,0,40.0796606,-89.4337288
70,Male,Jeans,Clothing,58,Vermont,L,Brown,Fall,2.6,No,Venmo,2-Day Shipping,No,No,18,Venmo,Monthly,12,0,44.5990718,-72.5002608
38,Male,Shorts,Clothing,48,New Jersey,L,Magenta,Summer,4.5,No,Bank Transfer,Next Day Air,No,No,43,Bank Transfer,Bi-Weekly,26,0,40.0757384,-74.4041622
35,Male,Shirt,Clothing,94,Kentucky,M,Violet,Fall,4.2,No,Credit Card,Free Shipping,No,No,31,PayPal,Annually,1,0,37.5726028,-85.1551411
46,Male,Scarf,Accessories,74,Wyoming,M,Violet,Spring,3.4,No,Debit Card,Store Pickup,No,No,33,Cash,Every 3 Months,4,0,43.1700264,-107.568534
32,Male,Handbag,Accessories,51,Hawaii,L,Yellow,Fall,3.7,No,Debit Card,Store Pickup,No,No,46,PayPal,Monthly,12,0,19.593801499999998,-155.42837009716908
38,Male,Skirt,Clothing,83,Missouri,M,Maroon,Winter,3.6,No,PayPal,Next Day Air,No,No,41,Debit Card,Bi-Weekly,26,0,38.7604815,-92.5617875
41,Male,Handbag,Accessories,68,Mississippi,L,Turquoise,Winter,4.0,No,Debit Card,Next Day Air,No,No,41,Venmo,Fortnightly,26,0,32.9715285,-89.7348497
19,Male,Gloves,Accessories,84,Massachusetts,XL,Olive,Spring,4.6,No,Credit Card,Standard,No,No,9,Bank Transfer,Fortnightly,26,0,42.3788774,-72.032366
18,Male,Shirt,Clothing,58,Louisiana,M,Peach,Fall,3.0,No,PayPal,Free Shipping,No,No,34,Cash,Annually,1,0,30.8703881,-92.007126
45,Male,Blouse,Clothing,92,West Virginia,L,Charcoal,Winter,3.3,No,Bank Transfer,Express,No,No,21,PayPal,Annually,1,0,38.4758406,-80.8408415
23,Male,Dress,Clothing,69,Washington,S,Peach,Summer,3.8,No,Credit Card,Express,No,No,5,Debit Card,Fortnightly,26,0,38.8950368,-77.0365427
60,Male,Shorts,Clothing,48,Oregon,S,Black,Summer,2.7,No,Credit Card,Free Shipping,No,No,32,PayPal,Weekly,52,0,43.9792797,-120.737257
52,Male,Shoes,Footwear,60,New York,L,Gray,Spring,4.5,No,Bank Transfer,Express,No,No,44,Bank Transfer,Monthly,12,0,40.7127281,-74.0060152
42,Male,Sandals,Footwear,20,Iowa,S,Olive,Winter,4.8,No,Venmo,Next Day Air,No,No,46,PayPal,Bi-Weekly,26,0,41.9216734,-93.3122705
29,Male,Pants,Clothing,55,Idaho,M,Turquoise,Summer,4.2,No,Bank Transfer,Express,No,No,42,Credit Card,Every 3 Months,4,0,43.6447642,-114.015407
31,Male,Jacket,Outerwear,88,New Jersey,S,Purple,Spring,3.5,No,Venmo,Express,No,No,50,Credit Card,Bi-Weekly,26,0,40.0757384,-74.4041622
30,Male,Skirt,Clothing,48,Ohio,L,Green,Winter,4.9,No,Venmo,Standard,No,No,33,Venmo,Fortnightly,26,0,40.2253569,-82.6881395
23,Male,Handbag,Accessories,74,Connecticut,M,Beige,Spring,4.1,No,Bank Transfer,Next Day Air,No,No,32,Cash,Quarterly,4,0,41.6500201,-72.7342163
31,Male,Coat,Outerwear,42,Florida,M,Brown,Fall,2.9,No,PayPal,Next Day Air,No,No,32,Bank Transfer,Bi-Weekly,26,0,27.7567667,-81.4639835
40,Male,Sweater,Clothing,32,South Carolina,M,Turquoise,Fall,4.0,No,PayPal,Next Day Air,No,No,37,Venmo,Every 3 Months,4,0,33.6874388,-80.4363743
39,Male,Shorts,Clothing,98,Missouri,M,Yellow,Summer,4.6,No,Credit Card,Store Pickup,No,No,9,Cash,Fortnightly,26,0,38.7604815,-92.5617875
28,Male,Skirt,Clothing,89,Rhode Island,S,Lavender,Fall,2.8,No,Bank Transfer,Store Pickup,No,No,6,PayPal,Fortnightly,26,0,41.7962409,-71.5992372
23,Male,Gloves,Accessories,97,Delaware,S,Cyan,Summer,5.0,No,Cash,2-Day Shipping,No,No,36,Venmo,Quarterly,4,0,38.6920451,-75.4013315
42,Male,Backpack,Accessories,49,Colorado,S,Olive,Spring,2.9,No,Cash,Store Pickup,No,No,1,Cash,Annually,1,0,38.7251776,-105.607716
68,Male,Dress,Clothing,50,Nebraska,M,Silver,Spring,3.3,No,Bank Transfer,Free Shipping,No,No,48,Credit Card,Fortnightly,26,0,41.7370229,-99.5873816
24,Male,Belt,Accessories,91,Vermont,S,Red,Winter,3.4,No,Venmo,2-Day Shipping,No,No,44,Debit Card,Quarterly,4,0,44.5990718,-72.5002608
24,Male,Gloves,Accessories,93,Montana,XL,Green,Winter,3.0,No,Bank Transfer,Express,No,No,9,PayPal,Bi-Weekly,26,0,47.3752671,-109.638757
21,Male,Jewelry,Accessories,98,Florida,M,Gold,Summer,4.7,No,Debit Card,Standard,No,No,32,Venmo,Annually,1,0,27.7567667,-81.4639835
49,Male,Socks,Clothing,82,Delaware,L,Lavender,Fall,2.9,No,Credit Card,Next Day Air,No,No,14,PayPal,Monthly,12,0,38.6920451,-75.4013315
41,Male,Coat,Outerwear,37,Connecticut,M,Yellow,Summer,4.1,No,Debit Card,Store Pickup,No,No,43,Cash,Quarterly,4,0,41.6500201,-72.7342163
22,Male,Handbag,Accessories,63,Hawaii,M,Black,Fall,3.2,No,Venmo,Free Shipping,No,No,32,Bank Transfer,Bi-Weekly,26,0,19.593801499999998,-155.42837009716908
42,Male,Blouse,Clothing,99,New Mexico,M,Maroon,Winter,2.7,No,Cash,Store Pickup,No,No,26,Venmo,Bi-Weekly,26,0,34.5802074,-105.996047
30,Male,Shorts,Clothing,37,Kansas,M,Maroon,Spring,4.7,No,PayPal,Store Pickup,No,No,2,Cash,Monthly,12,0,38.27312,-98.5821872
38,Male,Shoes,Footwear,34,Nevada,S,Gold,Spring,3.2,No,PayPal,Free Shipping,No,No,16,PayPal,Every 3 Months,4,0,39.5158825,-116.853722
40,Male,Shorts,Clothing,32,North Carolina,M,Violet,Winter,2.5,No,Venmo,Express,No,No,50,Debit Card,Every 3 Months,4,0,35.6729639,-79.0392919
55,Male,Sandals,Footwear,23,New Mexico,XL,Teal,Winter,4.3,No,Bank Transfer,Next Day Air,No,No,6,PayPal,Every 3 Months,4,0,34.5802074,-105.996047
37,Male,Blouse,Clothing,78,Idaho,M,Violet,Spring,4.4,No,Venmo,Free Shipping,No,No,20,PayPal,Annually,1,0,43.6447642,-114.015407
41,Male,Coat,Outerwear,54,California,M,Brown,Winter,4.7,No,PayPal,Next Day Air,No,No,9,Credit Card,Weekly,52,0,36.7014631,-118.755997
38,Male,Blouse,Clothing,94,Wisconsin,XL,Brown,Fall,4.0,No,PayPal,Express,No,No,47,Credit Card,Bi-Weekly,26,0,44.4308975,-89.6884637
42,Male,Belt,Accessories,75,Alaska,S,Maroon,Spring,4.6,No,Debit Card,Express,No,No,33,Credit Card,Annually,1,0,64.4459613,-149.680909
26,Male,Blouse,Clothing,69,Pennsylvania,S,Maroon,Summer,3.8,No,Venmo,Next Day Air,No,No,46,Cash,Bi-Weekly,26,0,40.9699889,-77.7278831
41,Male,Scarf,Accessories,35,Virginia,L,Yellow,Winter,3.2,No,Bank Transfer,Next Day Air,No,No,9,Credit Card,Monthly,12,0,37.1232245,-78.4927721
27,Male,Shirt,Clothing,78,California,L,Turquoise,Spring,5.0,No,Bank Transfer,Express,No,No,8,PayPal,Monthly,12,0,36.7014631,-118.755997
61,Male,Socks,Clothing,29,Kentucky,M,Silver,Summer,3.5,No,Debit Card,Standard,No,No,48,Bank Transfer,Quarterly,4,0,37.5726028,-85.1551411
58,Male,Jeans,Clothing,62,New York,M,Brown,Fall,3.7,No,Credit Card,Next Day Air,No,No,2,Cash,Monthly,12,0,40.7127281,-74.0060152
25,Male,Dress,Clothing,58,Vermont,M,Gray,Spring,4.8,No,Venmo,Next Day Air,No,No,31,PayPal,Weekly,52,0,44.5990718,-72.5002608
33,Male,Boots,Footwear,88,Pennsylvania,M,Indigo,Summer,3.7,No,PayPal,2-Day Shipping,No,No,40,Venmo,Monthly,12,0,40.9699889,-77.7278831
57,Male,Scarf,Accessories,80,New York,L,Turquoise,Summer,3.5,No,Cash,Free Shipping,No,No,35,Venmo,Monthly,12,0,40.7127281,-74.0060152
39,Male,Scarf,Accessories,47,North Carolina,M,Maroon,Summer,4.9,No,Bank Transfer,Store Pickup,No,No,40,Debit Card,Monthly,12,0,35.6729639,-79.0392919
60,Male,Gloves,Accessories,51,Wyoming,L,Charcoal,Summer,4.7,No,PayPal,Next Day Air,No,No,27,Debit Card,Every 3 Months,4,0,43.1700264,-107.568534
39,Male,Pants,Clothing,25,Ohio,L,Peach,Spring,4.9,No,Bank Transfer,2-Day Shipping,No,No,10,Venmo,Annually,1,0,40.2253569,-82.6881395
42,Male,Dress,Clothing,36,Alabama,M,Red,Summer,4.3,No,PayPal,Next Day Air,No,No,23,Credit Card,Weekly,52,0,33.2588817,-86.8295337
53,Male,Dress,Clothing,79,Rhode Island,M,Indigo,Winter,3.1,No,Venmo,Free Shipping,No,No,32,Cash,Quarterly,4,0,41.7962409,-71.5992372
20,Male,Jeans,Clothing,41,Oregon,S,Lavender,Winter,3.4,No,Venmo,2-Day Shipping,No,No,6,Debit Card,Monthly,12,0,43.9792797,-120.737257
46,Male,Sweater,Clothing,68,North Dakota,XL,Red,Fall,2.7,No,PayPal,Express,No,No,27,PayPal,Weekly,52,0,47.6201461,-100.540737
46,Male,Sandals,Footwear,51,Illinois,L,Green,Spring,2.6,No,PayPal,Store Pickup,No,No,25,Bank Transfer,Fortnightly,26,0,40.0796606,-89.4337288
69,Male,Handbag,Accessories,38,New Mexico,M,Gray,Fall,2.9,No,Debit Card,Next Day Air,No,No,11,Credit Card,Annually,1,0,34.5802074,-105.996047
28,Male,Scarf,Accessories,46,Colorado,XL,Violet,Summer,2.7,No,Debit Card,2-Day Shipping,No,No,23,PayPal,Monthly,12,0,38.7251776,-105.607716
42,Male,Sandals,Footwear,20,Utah,XL,Beige,Summer,4.5,No,Credit Card,2-Day Shipping,No,No,44,Bank Transfer,Quarterly,4,0,39.4225192,-111.714358
30,Male,Sunglasses,Accessories,25,Virginia,M,Orange,Summer,3.1,No,Venmo,Store Pickup,No,No,35,PayPal,Fortnightly,26,0,37.1232245,-78.4927721
50,Male,Sweater,Clothing,89,Maine,L,Purple,Winter,3.2,No,PayPal,Free Shipping,No,No,45,Debit Card,Every 3 Months,4,0,45.709097,-68.8590201
59,Male,Pants,Clothing,77,Nebraska,M,Brown,Winter,3.3,No,PayPal,Next Day Air,No,No,22,Bank Transfer,Quarterly,4,0,41.7370229,-99.5873816
54,Male,Hat,Accessories,94,Hawaii,M,Maroon,Fall,2.9,No,Credit Card,Express,No,No,18,Debit Card,Quarterly,4,0,19.593801499999998,-155.42837009716908
50,Male,Belt,Accessories,100,Idaho,L,Gold,Fall,4.1,No,Cash,Standard,No,No,20,Debit Card,Weekly,52,0,43.6447642,-114.015407
25,Male,Sandals,Footwear,96,West Virginia,M,Indigo,Winter,2.7,No,Debit Card,Express,No,No,28,Credit Card,Fortnightly,26,0,38.4758406,-80.8408415
41,Male,Pants,Clothing,36,Vermont,XL,Silver,Winter,4.0,No,Credit Card,Store Pickup,No,No,15,Venmo,Bi-Weekly,26,0,44.5990718,-72.5002608
35,Male,Jewelry,Accessories,27,Indiana,XL,Red,Fall,2.6,No,Bank Transfer,Store Pickup,No,No,42,Bank Transfer,Fortnightly,26,0,40.3270127,-86.1746933
67,Male,Sunglasses,Accessories,67,Idaho,M,Magenta,Winter,3.5,No,Cash,Store Pickup,No,No,20,Debit Card,Quarterly,4,0,43.6447642,-114.015407
33,Male,Blouse,Clothing,91,Minnesota,S,Purple,Fall,2.8,No,PayPal,Store Pickup,No,No,16,Bank Transfer,Fortnightly,26,0,45.9896587,-94.6113288
19,Male,Belt,Accessories,62,Wyoming,XL,Beige,Fall,4.5,No,Cash,Store Pickup,No,No,47,Cash,Annually,1,0,43.1700264,-107.568534
25,Male,Shorts,Clothing,88,Kansas,XL,White,Fall,3.0,No,Debit Card,Free Shipping,No,No,34,Credit Card,Annually,1,0,38.27312,-98.5821872
32,Male,Pants,Clothing,66,Georgia,M,Teal,Summer,4.4,No,PayPal,Store Pickup,No,No,30,Credit Card,Weekly,52,0,32.3293809,-83.1137366
30,Male,Sandals,Footwear,65,Kansas,M,Gray,Fall,4.7,No,Credit Card,Next Day Air,No,No,5,PayPal,Quarterly,4,0,38.27312,-98.5821872
18,Male,Gloves,Accessories,25,Nebraska,L,Charcoal,Winter,4.3,No,Credit Card,Standard,No,No,38,Cash,Quarterly,4,0,41.7370229,-99.5873816
38,Male,Belt,Accessories,64,Washington,S,Olive,Spring,4.8,No,Credit Card,Free Shipping,No,No,18,Credit Card,Annually,1,0,38.8950368,-77.0365427
22,Male,Shirt,Clothing,72,Missouri,L,Blue,Spring,4.8,No,Credit Card,Store Pickup,No,No,28,Cash,Annually,1,0,38.7604815,-92.5617875
40,Male,Scarf,Accessories,74,Washington,S,Gray,Summer,4.4,No,Venmo,Next Day Air,No,No,42,Credit Card,Fortnightly,26,0,38.8950368,-77.0365427
54,Male,Gloves,Accessories,50,Kansas,M,Green,Fall,3.7,No,Debit Card,Free Shipping,No,No,5,Credit Card,Weekly,52,0,38.27312,-98.5821872
70,Male,Pants,Clothing,97,Minnesota,M,Silver,Fall,3.9,No,Bank Transfer,Express,No,No,50,Venmo,Monthly,12,0,45.9896587,-94.6113288
52,Male,Sneakers,Footwear,36,Colorado,S,Teal,Spring,3.8,No,Debit Card,Express,No,No,33,Venmo,Fortnightly,26,0,38.7251776,-105.607716
34,Male,Jacket,Outerwear,49,Utah,M,Beige,Fall,4.1,No,Cash,Store Pickup,No,No,1,Credit Card,Weekly,52,0,39.4225192,-111.714358
65,Male,Shoes,Footwear,64,North Carolina,L,Lavender,Spring,4.0,No,Bank Transfer,Store Pickup,No,No,14,Cash,Fortnightly,26,0,35.6729639,-79.0392919
38,Male,Blouse,Clothing,31,Florida,XL,Gray,Summer,4.5,No,Credit Card,Express,No,No,48,Credit Card,Monthly,12,0,27.7567667,-81.4639835
35,Male,Boots,Footwear,66,New Hampshire,S,Yellow,Winter,4.0,No,Cash,Express,No,No,26,Cash,Weekly,52,0,43.4849133,-71.6553992
40,Male,Socks,Clothing,82,Illinois,M,Gray,Spring,4.5,No,Credit Card,2-Day Shipping,No,No,44,Credit Card,Annually,1,0,40.0796606,-89.4337288
23,Male,T-shirt,Clothing,88,Louisiana,M,Yellow,Winter,2.7,No,Venmo,Standard,No,No,18,Debit Card,Fortnightly,26,0,30.8703881,-92.007126
45,Male,Sandals,Footwear,34,Alabama,S,Black,Summer,3.8,No,Bank Transfer,Next Day Air,No,No,31,Venmo,Every 3 Months,4,0,33.2588817,-86.8295337
40,Male,Sneakers,Footwear,84,Florida,L,Beige,Winter,3.8,No,Credit Card,Standard,No,No,18,Debit Card,Weekly,52,0,27.7567667,-81.4639835
42,Male,Jewelry,Accessories,96,Alabama,L,Indigo,Summer,3.8,No,Bank Transfer,2-Day Shipping,No,No,41,Credit Card,Every 3 Months,4,0,33.2588817,-86.8295337
57,Male,Sandals,Footwear,71,California,L,Green,Winter,4.3,No,Credit Card,Next Day Air,No,No,18,Debit Card,Every 3 Months,4,0,36.7014631,-118.755997
18,Male,Jacket,Outerwear,77,Maryland,M,Purple,Summer,3.5,No,Bank Transfer,Free Shipping,No,No,3,Bank Transfer,Bi-Weekly,26,0,39.5162401,-76.9382069
18,Male,Skirt,Clothing,66,Nevada,M,Orange,Spring,3.8,No,PayPal,Next Day Air,No,No,5,Credit Card,Bi-Weekly,26,0,39.5158825,-116.853722
56,Male,Shirt,Clothing,21,Massachusetts,M,Teal,Winter,3.7,No,Cash,2-Day Shipping,No,No,13,Debit Card,Annually,1,0,42.3788774,-72.032366
35,Male,Shorts,Clothing,37,South Carolina,M,Gold,Summer,4.8,No,Credit Card,2-Day Shipping,No,No,22,PayPal,Annually,1,0,33.6874388,-80.4363743
49,Male,Socks,Clothing,90,Delaware,L,Gray,Fall,4.9,No,Venmo,Free Shipping,No,No,45,PayPal,Fortnightly,26,0,38.6920451,-75.4013315
49,Male,Jacket,Outerwear,96,Hawaii,M,Cyan,Fall,4.3,No,Cash,Store Pickup,No,No,39,PayPal,Every 3 Months,4,0,19.593801499999998,-155.42837009716908
34,Male,Jewelry,Accessories,37,Florida,L,Teal,Summer,4.4,No,PayPal,Next Day Air,No,No,18,Venmo,Annually,1,0,27.7567667,-81.4639835
63,Male,T-shirt,Clothing,66,Rhode Island,M,Violet,Winter,3.4,No,Cash,Free Shipping,No,No,19,PayPal,Fortnightly,26,0,41.7962409,-71.5992372
42,Male,Gloves,Accessories,45,Wyoming,XL,Indigo,Spring,4.3,No,Bank Transfer,Next Day Air,No,No,29,Debit Card,Weekly,52,0,43.1700264,-107.568534
41,Male,Shoes,Footwear,89,Colorado,L,Pink,Summer,4.6,No,Venmo,Store Pickup,No,No,19,Credit Card,Weekly,52,0,38.7251776,-105.607716
26,Male,Shoes,Footwear,94,Virginia,L,Gold,Fall,3.8,No,PayPal,Free Shipping,No,No,22,Debit Card,Monthly,12,0,37.1232245,-78.4927721
48,Male,Shoes,Footwear,96,Nebraska,S,Maroon,Summer,3.9,No,Venmo,Express,No,No,21,Bank Transfer,Annually,1,0,41.7370229,-99.5873816
62,Male,Hoodie,Clothing,31,Oklahoma,M,Brown,Spring,2.6,No,Credit Card,Store Pickup,No,No,22,PayPal,Monthly,12,0,34.9550817,-97.2684063
24,Male,Belt,Accessories,79,North Dakota,M,Gold,Winter,4.2,No,Venmo,Store Pickup,No,No,44,PayPal,Every 3 Months,4,0,47.6201461,-100.540737
48,Male,Coat,Outerwear,39,Michigan,L,Teal,Spring,4.6,No,Venmo,Store Pickup,No,No,42,Bank Transfer,Quarterly,4,0,43.6211955,-84.6824346
31,Male,Blouse,Clothing,22,California,M,Turquoise,Fall,5.0,No,Debit Card,Standard,No,No,33,Credit Card,Quarterly,4,0,36.7014631,-118.755997
41,Male,Skirt,Clothing,32,Tennessee,L,Olive,Fall,4.2,No,PayPal,Standard,No,No,6,Bank Transfer,Annually,1,0,35.7730076,-86.2820081
24,Male,T-shirt,Clothing,71,Ohio,L,Cyan,Winter,4.3,No,Bank Transfer,Store Pickup,No,No,44,Credit Card,Every 3 Months,4,0,40.2253569,-82.6881395
